City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Shelbyville,35.4834,-86.4603,80.04,57,0,11.5,US,1651620405
Sistranda,63.7256,8.834,31.96,54,87,3.47,NO,1651620406
Matara,5.9485,80.5353,79.2,89,87,7.52,LK,1651620406
Tambura,5.6,27.4667,68.05,95,75,2.39,SS,1651620407
Manono,-7.3,27.4167,68.16,85,67,3.13,CD,1651620407
Sarichioi,44.95,28.85,48.42,71,75,2.3,RO,1651620407
Pingxiang,27.6167,113.85,62.6,72,32,2.08,CN,1651620403
Gaziantep,37.0594,37.3825,58.93,77,0,4.61,TR,1651620408
Saint-Louis,16.3333,-15.0,80.24,48,98,13.87,SN,1651620408
Berdigestyakh,62.0989,126.6992,30.31,85,100,8.7,RU,1651620409
Hokitika,-42.7167,170.9667,62.28,77,53,2.64,NZ,1651620409
Kruisfontein,-34.0033,24.7314,60.06,89,0,5.35,ZA,1651620410
Peterhead,57.5058,-1.7981,48.6,93,95,13.62,GB,1651620410
Listvyanskiy,54.4399,83.4984,34.56,49,2,2.62,RU,1651620410
Plettenberg Bay,-34.0527,23.3716,61.52,91,1,3.47,ZA,1651620411
Rodrigues Alves,-7.738,-72.6509,79.0,95,94,2.86,BR,1651620411
Salgótarján,48.0987,19.803,53.13,93,72,0.49,HU,1651620412
Aswān,24.0934,32.907,87.1,20,0,14.97,EG,1651620412
Stupino,54.9008,38.0708,45.03,84,100,6.53,RU,1651620412
Port Blair,11.6667,92.75,80.94,80,100,2.66,IN,1651620413
Pag,44.445,15.0575,46.98,72,92,5.41,HR,1651620413
Sur,22.5667,59.5289,83.53,41,0,3.53,OM,1651620414
Mana,5.6592,-53.7767,76.03,89,100,9.08,GF,1651620414
La Ronge,55.1001,-105.2842,32.25,86,100,13.8,CA,1651620414
Parkes,-33.1333,148.1833,60.35,83,90,5.55,AU,1651620415
Houma,29.5958,-90.7195,84.0,70,9,5.99,US,1651620415
Kisangani,0.5167,25.2,70.03,99,100,1.52,CD,1651620416
Włodawa,51.55,23.55,44.94,88,77,5.03,PL,1651620416
Vallenar,-28.5708,-70.7581,68.2,39,0,0.69,CL,1651620417
Ürümqi,43.801,87.6005,63.55,52,83,6.71,CN,1651620417
Touros,-5.1989,-35.4608,78.53,87,34,11.79,BR,1651620269
Iberia,29.9502,-91.7507,82.47,65,20,11.5,US,1651620417
Kitami,43.8031,143.8908,49.46,83,100,9.69,JP,1651620418
Bago,17.3367,96.4797,81.09,70,83,1.7,MM,1651620418
Ritchie,-29.038,24.6028,47.41,50,61,2.93,ZA,1651620419
Torrelavega,43.3494,-4.0479,57.79,94,20,4.0,ES,1651620419
Humberto de Campos,-2.5983,-43.4611,76.21,94,91,4.18,BR,1651620419
Shouguang,36.88,118.7375,71.44,36,1,11.79,CN,1651620420
Auki,-8.7676,160.7034,84.0,60,100,2.51,SB,1651620420
Port Lincoln,-34.7333,135.8667,56.97,59,82,17.96,AU,1651620421
Galway,53.2719,-9.0489,54.05,93,100,13.49,IE,1651620421
Lūnāvāda,23.1333,73.6167,84.06,45,0,7.23,IN,1651620422
Cavalcante,-13.7975,-47.4583,72.16,53,69,1.36,BR,1651620422
Havøysund,70.9963,24.6622,28.63,60,87,21.21,NO,1651620423
Vredendal,-31.6683,18.5012,60.08,78,3,2.53,ZA,1651620423
Nokaneng,-19.6667,22.2667,60.55,43,3,6.42,BW,1651620424
Porto-Novo,6.4965,2.6036,84.02,78,66,6.51,BJ,1651620424
Mareeba,-17.0,145.4333,78.48,82,2,3.38,AU,1651620424
Hobyo,5.3505,48.5268,82.72,71,78,15.46,SO,1651620425
Gambēla,8.25,34.5833,74.23,86,100,4.09,ET,1651620425
Anchorage,61.2181,-149.9003,53.28,57,100,8.05,US,1651619835
Itarema,-2.9248,-39.9167,78.13,90,62,9.98,BR,1651620426
Porto Torres,40.835,8.3972,59.18,67,99,3.11,IT,1651620426
Bajram Curri,42.3554,20.0784,48.25,88,45,2.75,AL,1651620427
Akropong,5.9746,-0.0854,75.0,85,53,5.01,GH,1651620427
Ji’an,27.1172,114.9793,63.79,75,56,0.65,CN,1651620427
Mountain Home,43.133,-115.6912,54.88,62,75,20.71,US,1651620245
Agnibilékrou,7.1344,-3.2047,74.37,92,85,0.34,CI,1651620428
Quatre Cocos,-20.2078,57.7625,75.31,82,36,10.71,MU,1651620428
Peleduy,59.6289,112.7406,32.32,94,100,11.77,RU,1651620429
Cartagena del Chairá,1.3349,-74.8429,75.6,90,28,2.21,CO,1651620429
Noumea,-22.2763,166.4572,80.58,99,84,15.17,NC,1651620430
Marrakesh,31.6315,-8.0083,60.87,63,75,4.61,MA,1651620430
São João da Barra,-21.6403,-41.0511,76.87,85,13,14.81,BR,1651620431
Muzhi,65.3667,64.6667,37.08,90,100,17.05,RU,1651620431
Ntungamo,-0.8833,29.65,62.37,95,66,3.58,UG,1651620432
Blagoyevo,63.3667,47.9167,29.98,94,62,5.95,RU,1651620432
Safaga,26.7292,33.9365,81.21,41,55,3.6,EG,1651620433
Paraná,-31.732,-60.5238,59.58,78,0,5.64,AR,1651620433
Isiro,2.7739,27.616,65.86,91,95,2.04,CD,1651620433
Kiryat Gat,31.61,34.7642,67.41,100,27,8.7,IL,1651620434
Usinsk,65.9939,57.5281,35.44,96,100,20.09,RU,1651620434
Price,39.5994,-110.8107,49.26,27,20,17.27,US,1651620435
Marawi,7.9986,124.2928,71.76,87,96,1.25,PH,1651620435
Shakawe,-18.3667,21.85,62.37,45,62,5.37,BW,1651620435
Iqaluit,63.7506,-68.5145,15.53,78,20,13.8,CA,1651620436
Carutapera,-1.195,-46.02,76.12,93,100,7.11,BR,1651620436
Lodja,-3.4833,23.4333,69.82,95,38,1.92,CD,1651620437
Mount Gambier,-37.8333,140.7667,51.71,82,100,8.05,AU,1651620437
Golyshmanovo,56.3979,68.3728,39.58,61,2,7.74,RU,1651620437
Victor Harbor,-35.5667,138.6167,55.99,77,97,3.0,AU,1651620438
Launceston,-41.45,147.1667,55.04,90,100,13.8,AU,1651620438
San Policarpo,12.1791,125.5072,82.11,73,80,11.03,PH,1651620439
Saint Stephen,50.3333,-4.9,50.27,100,100,2.3,GB,1651620276
Shrewsbury,52.7101,-2.7521,53.51,88,100,3.44,GB,1651620378
Gua Musang,4.8823,101.9644,73.81,97,100,1.05,MY,1651620439
Ambāgarh Chauki,20.7833,80.7167,83.5,50,86,8.19,IN,1651620440
Plouzané,48.3833,-4.6167,50.05,97,100,8.05,FR,1651620440
Kachīry,53.0675,76.1036,42.66,39,53,4.65,KZ,1651620440
Atherton,53.5237,-2.4935,53.15,88,100,2.82,GB,1651620441
Butimanu,44.6833,25.9,52.56,73,100,7.11,RO,1651620441
Kirundo Province,-2.5833,30.1667,58.77,97,84,3.2,BI,1651620442
Bereket,39.2446,55.5154,65.84,72,100,6.17,TM,1651620442
Dunedin,-45.8742,170.5036,59.81,67,8,5.99,NZ,1651620443
Matadi,-5.8167,13.45,77.77,88,98,0.49,CD,1651620443
Lagoa,39.05,-27.9833,61.57,86,83,11.63,PT,1651620444
Suez,29.9737,32.5263,67.66,65,27,6.8,EG,1651620444
Nerchinskiy Zavod,51.3088,119.61,48.96,44,87,2.98,RU,1651620444
Gohāna,29.1333,76.7,84.97,43,5,4.32,IN,1651620445
Phon,15.816,102.5998,73.11,64,100,7.27,TH,1651620445
Tutóia,-2.7619,-42.2744,79.39,86,89,8.95,BR,1651620446
Trat,12.5,102.5,75.87,93,88,7.58,TH,1651620446
Birnin Kebbi,12.4539,4.1975,92.68,25,90,6.29,NG,1651620447
Bermeo,43.4209,-2.7215,57.4,90,55,7.85,ES,1651620447
Aquin,18.2833,-73.4,79.92,81,5,6.29,HT,1651620447
Qingdao,36.0986,120.3719,65.8,68,0,11.18,CN,1651620448
Warwick,41.7001,-71.4162,56.53,78,100,8.05,US,1651620448
Wajid,3.8093,43.2471,75.16,81,92,15.68,SO,1651620449
Carlton,45.2943,-123.1765,64.89,62,0,4.61,US,1651620449
Bonavista,48.6499,-53.1147,37.31,94,100,15.95,CA,1651620449
Painesville,41.7245,-81.2457,68.54,76,40,5.75,US,1651620450
Westport,41.1415,-73.3579,55.74,84,100,8.05,US,1651620450
Nanortalik,60.1432,-45.2371,33.08,89,87,7.47,GL,1651620451
Los Llanos de Aridane,28.6585,-17.9182,62.35,80,100,14.97,ES,1651620451
Byron Bay,-28.65,153.6167,67.89,83,27,4.41,AU,1651620452
Port Hardy,50.6996,-127.4199,44.78,93,100,8.05,CA,1651620452
Maxixe,-23.8597,35.3472,69.31,84,54,4.5,MZ,1651620452
Yumen,40.2833,97.2,61.39,12,3,6.69,CN,1651620317
Teya,60.3778,92.6267,29.89,95,92,5.21,RU,1651620453
Beringovskiy,63.05,179.3167,23.88,78,14,7.76,RU,1651620453
Zelënyy Bor,53.6667,91.6667,39.97,49,100,7.45,RU,1651620454
Butembo,0.15,29.2833,57.25,97,42,3.02,CD,1651620454
Kutum,14.2,24.6667,81.16,26,63,9.06,SD,1651620455
Bulgan,48.8125,103.5347,49.6,78,100,1.41,MN,1651620455
Ust'-Tarka,55.5672,75.705,37.65,74,1,2.06,RU,1651620455
Acajutla,13.5928,-89.8275,86.95,64,69,6.93,SV,1651620456
Ola,59.5833,151.2833,33.35,83,79,3.8,RU,1651620456
Thaba-Tseka,-29.522,28.6084,45.09,64,0,1.66,LS,1651620457
Bubaque,11.2833,-15.8333,77.5,69,3,9.55,GW,1651620457
Ambon City,-3.6954,128.1814,82.54,83,40,5.75,ID,1651620459
Moose Factory,51.2585,-80.6094,37.4,70,100,11.5,CA,1651620459
Senj,44.9894,14.9058,55.72,74,100,5.17,HR,1651620460
Narón,43.5167,-8.1528,57.6,84,27,12.3,ES,1651620346
Itaqui,-29.1253,-56.5531,54.25,94,100,14.27,BR,1651620460
Kasungu,-13.0333,33.4833,57.15,97,39,3.44,MW,1651620461
Deputatsky,69.3,139.9,25.29,81,100,2.82,RU,1651620461
Inhambane,-23.865,35.3833,70.47,80,55,5.28,MZ,1651620461
Aldan,58.6031,125.3894,31.86,79,89,9.35,RU,1651620462
Banda Aceh,5.5577,95.3222,79.02,82,100,14.74,ID,1651620462
Dukat,62.55,155.55,29.12,84,93,3.47,RU,1651620463
Kobryn,52.2138,24.3564,43.48,93,69,6.4,BY,1651620463
Gonbad-e Kāvūs,37.25,55.1672,59.4,81,98,3.42,IR,1651620463
Ocós,14.5094,-92.1933,89.78,68,45,12.15,GT,1651620464
Luau,-10.7073,22.2247,63.18,70,65,4.81,AO,1651620464
Tura,25.5198,90.2201,66.61,88,0,2.21,IN,1651620465
Tjøme,59.1109,10.3933,39.9,81,82,0.0,NO,1651620465
Maués,-3.3836,-57.7186,74.88,97,63,0.83,BR,1651620465
Batagay,67.6333,134.6333,27.57,79,99,0.34,RU,1651620466
Urusha,54.05,122.9,37.63,56,100,10.09,RU,1651620466
Sorso,40.8,8.5772,57.69,69,100,1.92,IT,1651620467
Xai-Xai,-25.0519,33.6442,66.27,86,0,2.8,MZ,1651620467
Todos Santos,23.45,-110.2167,71.42,63,1,7.29,MX,1651620467
Kongwa,-6.2,36.4167,62.33,83,96,4.29,TZ,1651620468
Øksfjord,70.2396,22.3479,27.0,95,100,8.86,NO,1651620468
Hofn,64.2539,-15.2082,42.67,87,100,3.83,IS,1651620244
Zopilotepe,14.6,-86.2667,84.56,62,98,5.86,HN,1651620469
Sumenep,-7.0167,113.8667,80.29,83,95,8.37,ID,1651620469
Salinópolis,-0.6136,-47.3561,77.85,89,100,8.57,BR,1651620470
Santa Cruz de Tenerife,28.4682,-16.2546,67.71,86,100,13.8,ES,1651620470
Ayorou,14.7308,0.9174,89.51,12,24,8.86,NE,1651620470
Kokopo,-4.352,152.2633,83.19,71,62,0.96,PG,1651620471
Redondela,42.2834,-8.6096,58.19,76,0,6.91,ES,1651620471
Makkah al Mukarramah,21.4267,39.8261,84.85,23,0,1.86,SA,1651620406
Sirte,31.2089,16.5887,65.05,57,0,11.88,LY,1651620472
Cockburn Town,21.4612,-71.1419,78.13,86,27,19.8,TC,1651620472
Sayyan,15.1718,44.3244,64.17,32,33,2.51,YE,1651620334
Safi,32.2994,-9.2372,61.03,75,16,8.08,MA,1651620278
Metetí,8.4983,-77.9786,79.92,91,95,2.95,PA,1651620473
Lucapa,-8.4192,20.7447,66.38,79,54,2.48,AO,1651620473
Lluta,-16.0147,-72.0142,52.21,66,18,4.41,PE,1651620474
Demirci,39.0461,28.6589,47.26,88,58,4.88,TR,1651620474
Kinango,-4.1372,39.3153,73.94,85,100,9.22,KE,1651620475
Muli,2.9167,73.5667,82.8,77,100,19.57,MV,1651620475
Ossora,59.2353,163.0719,30.6,87,31,0.65,RU,1651620476
Gouyave,12.1646,-61.7296,79.57,83,40,23.02,GD,1651620476
Kulhudhuffushi,6.6221,73.07,85.41,67,93,11.77,MV,1651620477
Kumul,42.8,93.45,69.04,14,66,0.78,CN,1651620477
Koungou,-12.7336,45.2042,80.31,89,0,5.75,YT,1651620478
